Timestamp,BotTOKEN,ChatID,Path_documento,Situacao,Json
1714172932,1,6477534976,6477534976/imgs/335992835.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAID2GYsNATY6Mgv_a5gk-x0DT9soAaCAAIdrjEbmAVBRRVaFXAOowa7AQADAgADeQADNAQ","file_unique_id":"AQADHa4xG5gFQUV-","file_size":52160,"file_path":"photos/file_208.jpg"}}
1714173405,1,6477534976,6477534976/imgs/335992838.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAID3mYsNdzW91QQDrPOg5ibiJ0_FcC5AAIerTEb41ZgRSdMtz2eEgsTAQADAgADeAADNAQ","file_unique_id":"AQADHq0xG-NWYEV9","file_size":30839,"file_path":"photos/file_210.jpg"}}
1715985401,1,6477534976,6477534976/imgs/335992897.jpg,C101,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEVGZH2_kUJvCzPVYZTmuKYyteQelQAAL3rTEbUmBBRrnEjS8_QgG7AQADAgADeQADNQQ","file_unique_id":"AQAD960xG1JgQUZ-","file_size":66816,"file_path":"photos/file_228.jpg"}}
1715985429,1,6477534976,6477534976/imgs/335992899.jpg,C101,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEWGZH3BXDOAb-BIjb7TDmHnBvlkPVAAIDrjEbUmBBRqh4d1EHb4-IAQADAgADeQADNQQ","file_unique_id":"AQADA64xG1JgQUZ-","file_size":91147,"file_path":"photos/file_246.jpg"}}
1715987146,1,6477534976,6477534976/imgs/335992901.jpg,C101,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEXGZH4sodV-DrGbuZDsaHmAhYlgwaAAL3rTEbUmBBRrnEjS8_QgG7AQADAgADeQADNQQ","file_unique_id":"AQAD960xG1JgQUZ-","file_size":66816,"file_path":"photos/file_228.jpg"}}
1715987416,1,6477534976,6477534976/imgs/335992902.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEXmZH49j14DPeQDHEk7u5XQABlyIg-gAC960xG1JgQUa5xI0vP0IBuwEAAwIAA3kAAzUE","file_unique_id":"AQAD960xG1JgQUZ-","file_size":66816,"file_path":"photos/file_228.jpg"}}
1715987445,1,6477534976,6477534976/imgs/335992903.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEYGZH4_XgJUbBoUnCoHQQfKN4Zwl4AAIDrjEbUmBBRqh4d1EHb4-IAQADAgADeQADNQQ","file_unique_id":"AQADA64xG1JgQUZ-","file_size":91147,"file_path":"photos/file_246.jpg"}}
1715987910,1,6477534976,6477534976/imgs/335992905.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEZGZH5cbEPVPr5p0URhYE0NZTx1jxAAL3rTEbUmBBRrnEjS8_QgG7AQADAgADeQADNQQ","file_unique_id":"AQAD960xG1JgQUZ-","file_size":66816,"file_path":"photos/file_228.jpg"}}
1715993169,1,6477534976,6477534976/imgs/335992910.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEbmZH-lFF5AxW5sJSO2e-1Q3a2gELAAIIrjEbUmBBRiP56VnE9QtMAQADAgADeAADNQQ","file_unique_id":"AQADCK4xG1JgQUZ9","file_size":16538,"file_path":"photos/file_250.jpg"}}
1715993205,1,6477534976,6477534976/imgs/335992911.jpg,C0,{"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIEcGZH-nXigsmT4qgfXAIvYqDAYvhQAAL8rTEbUmBBRuexdUC1AyMDAQADAgADeAADNQQ","file_unique_id":"AQAD_K0xG1JgQUZ9","file_size":24432,"file_path":"photos/file_238.jpg"}}
